number,multiplier,addend,total,exponent,target
345,4.5,3.5,1556,2,389
345,6.75,7.25,2336,5,73
345,10.125,26.875,3520,6,55
345,15.1875,72.3125,5312,6,83
345,22.78125,140.46875,8000,6,125
345,34.171875,242.703125,12032,8,47
345,51.2578125,492.0546875,18176,8,71
345,76.88671875,866.08203125,27392,8,107
345,115.330078125,1427.123046875,41216,8,161
345,172.9951171875,2268.6845703125,61952,9,121
345,259.49267578125,3659.02685546875,93184,10,91
345,389.239013671875,6000.540283203125,140288,10,137
345,583.8585205078125,9512.8104248046875,210944,11,103
345,875.78778076171875,15293.21563720703125,317440,11,155
345,1313.681671142578125,23963.823455810546875,477184,11,233
345,1970.5225067138671875,36969.7351837158203125,716800,12,175
345,2955.78376007080078125,57502.60277557373046875,1077248,12,263
